Gene	CC_1	CC_2	CC_3	CI_1	CI_2	CI_3	SC_1	SC_2	SI_1	SI_2	SI_3	Symbol	Chromosome	Genetype	Description
ENSMUSG00000020888.14	103.42	84.67	91.67	87.37	96.37	84.52	83.56	94.56	70.74	89.21	84.85	Dvl2	chr11	protein_coding	dishevelled 2, dsh homolog (Drosophila)
ENSMUSG00000107041.1	0.18	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.09	0.0	RP23-213N8.2	chr5	TEC	--
ENSMUSG00000042298.16	8.96	10.98	12.68	11.92	9.94	11.25	13.15	11.24	10.28	10.31	11.77	Ttc19	chr11	protein_coding	tetratricopeptide repeat domain 19
ENSMUSG00000060181.5	1.59	2.15	2.22	1.86	1.64	1.72	2.47	2.3	2.29	1.95	2.1	Slc35e3	chr10	protein_coding	solute carrier family 35, member E3
ENSMUSG00000081974.3	0.16	0.04	0.05	0.0	0.01	0.03	0.06	0.05	0.06	0.07	0.06	Gm11960	chr11	transcribed_processed_pseudogene	predicted gene 11960
ENSMUSG00000106617.1	0.39	0.1	0.09	0.11	0.12	0.13	0.56	0.24	0.14	0.06	0.16	RP23-286M3.5	chr5	antisense	--
ENSMUSG00000087347.1	0.17	0.14	0.17	0.1	0.19	0.04	0.19	0.13	0.09	0.04	0.05	1700047K16Rik	chr11	processed_transcript	RIKEN cDNA 1700047K16 gene
ENSMUSG00000020598.13	0.01	0.0	0.04	0.01	0.02	0.02	0.03	0.01	0.04	0.04	0.01	Nrcam	chr12	protein_coding	neuronal cell adhesion molecule
ENSMUSG00000052926.13	5.87	7.06	6.36	4.66	5.8	5.9	5.39	6.78	5.16	5.57	6.78	Rnaseh2a	chr8	protein_coding	ribonuclease H2, large subunit
ENSMUSG00000063382.5	5.38	7.2	6.76	6.21	5.18	4.97	8.08	7.93	9.42	7.16	5.58	Bcl9l	chr9	protein_coding	B cell CLL/lymphoma 9-like
ENSMUSG00000039109.13	10.76	29.94	20.77	12.83	16.42	24.49	16.52	26.09	10.64	20.44	12.89	F13a1	chr13	protein_coding	coagulation factor XIII, A1 subunit
ENSMUSG00000063626.5	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	Unc5d	chr8	protein_coding	unc-5 homolog D (C. elegans)
ENSMUSG00000005873.5	86.36	94.46	92.08	92.46	85.26	97.25	99.38	91.13	92.99	92.11	97.78	Reep5	chr18	protein_coding	receptor accessory protein 5
ENSMUSG00000086929.1	1.67	2.62	2.62	2.96	2.48	2.24	3.04	2.05	2.87	2.82	2.94	Gm11788	chr11	antisense	predicted gene 11788
ENSMUSG00000035024.13	1.9	2.65	2.39	2.36	2.36	2.06	2.66	3.16	2.22	2.28	2.55	Ncapd3	chr9	protein_coding	non-SMC condensin II complex, subunit D3
ENSMUSG00000064068.11	11.71	9.99	11.63	7.74	8.4	10.83	11.57	9.13	8.23	8.42	11.57	Mtx1	chr3	protein_coding	metaxin 1
ENSMUSG00000098286.1	0.35	0.0	0.0	0.33	0.59	0.27	0.61	0.0	0.3	0.0	0.58	Mir8091	chr19	miRNA	microRNA 8091
ENSMUSG00000096857.1	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm7732	chr17	unprocessed_pseudogene	predicted gene 7732
ENSMUSG00000032637.13	16.02	11.11	11.16	12.79	12.66	11.62	13.73	13.71	14.78	11.83	14.71	Atxn2l	chr7	protein_coding	ataxin 2-like
ENSMUSG00000025227.12	0.91	1.41	1.2	1.09	0.85	1.21	0.97	1.04	1.14	0.82	1.68	Tmem180	chr19	protein_coding	transmembrane protein 180
ENSMUSG00000097322.5	0.17	0.42	0.41	0.35	0.19	0.2	0.42	0.35	0.23	0.32	0.19	A530083I20Rik	chr9	lincRNA	RIKEN cDNA A530083I20 gene
ENSMUSG00000030643.11	1.61	1.47	1.75	1.16	1.82	1.55	1.76	1.61	0.92	1.08	2.07	Rab30	chr7	protein_coding	RAB30, member RAS oncogene family
ENSMUSG00000107373.1	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	AC108848.6	chr5	TEC	--
ENSMUSG00000028475.8	1.5	2.09	1.44	0.92	0.68	1.15	1.18	1.44	0.73	1.07	1.02	5430416O09Rik	chr4	lincRNA	RIKEN cDNA 5430416O09 gene
ENSMUSG00000005883.13	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	Spo11	chr2	protein_coding	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
ENSMUSG00000024972.14	0.04	0.03	0.0	0.0	0.07	0.03	0.02	0.0	0.12	0.03	0.0	Lgals12	chr19	protein_coding	lectin, galactose binding, soluble 12
ENSMUSG00000106422.1	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.1	0.0	RP24-389G6.1	chr3	lincRNA	--
ENSMUSG00000011148.11	87.16	72.06	67.87	77.78	64.27	63.94	73.48	66.96	81.79	67.73	63.99	Adssl1	chr12	protein_coding	adenylosuccinate synthetase like 1
ENSMUSG00000070583.1	2.72	4.45	6.11	5.39	3.12	7.36	7.27	5.56	4.23	4.06	5.75	Fv1	chr4	protein_coding	Friend virus susceptibility 1
ENSMUSG00000040822.6	4.1	5.39	5.81	3.08	4.63	4.81	4.07	4.85	3.74	4.26	4.28	1700123O20Rik	chr14	protein_coding	RIKEN cDNA 1700123O20 gene
ENSMUSG00000056870.7	1.8	1.92	1.61	1.4	1.34	2.1	1.21	1.83	1.4	1.53	1.67	Gulp1	chr1	protein_coding	GULP, engulfment adaptor PTB domain containing 1
ENSMUSG00000106957.1	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RP24-168A7.7	chr5	TEC	--
ENSMUSG00000088615.1	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm22485	chr14	snRNA	predicted gene, 22485
ENSMUSG00000006736.8	14.6	20.12	17.74	14.8	17.82	17.04	17.41	17.43	18.41	16.14	20.07	Tspan31	chr10	protein_coding	tetraspanin 31
ENSMUSG00000001569.10	1.66	1.94	1.83	1.91	1.76	1.5	2.02	1.81	1.89	1.98	1.82	Nom1	chr5	protein_coding	nucleolar protein with MIF4G domain 1
ENSMUSG00000033872.6	0.0	0.03	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Best4-ps	chr4	unprocessed_pseudogene	bestrophin 4, pseudogene
ENSMUSG00000089124.1	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm26402	chr10	snRNA	predicted gene, 26402
ENSMUSG00000023952.11	21.59	17.37	18.32	17.89	18.26	14.98	22.31	17.51	23.92	16.86	20.06	Gtpbp2	chr17	protein_coding	GTP binding protein 2
ENSMUSG00000044647.14	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.02	0.0	0.01	0.01	Csrnp3	chr2	protein_coding	cysteine-serine-rich nuclear protein 3
ENSMUSG00000037364.9	16.24	11.85	13.36	11.71	14.66	14.18	12.42	12.86	13.24	13.35	16.92	Srrt	chr5	protein_coding	serrate RNA effector molecule homolog (Arabidopsis)
ENSMUSG00000026972.13	1.89	2.8	2.5	1.69	1.8	2.17	1.85	2.53	1.64	1.88	1.69	Arrdc1	chr2	protein_coding	arrestin domain containing 1
ENSMUSG00000100658.1	0.3	0.03	0.15	0.14	0.08	0.19	0.11	0.2	0.05	0.12	0.15	F730311O21Rik	chr1	lincRNA	RIKEN cDNA F730311O21 gene
ENSMUSG00000097077.1	0.05	0.13	0.16	0.12	0.13	0.11	0.13	0.16	0.04	0.09	0.08	Gm16712	chr17	lincRNA	predicted gene, 16712
ENSMUSG00000044052.3	0.26	0.32	0.53	0.45	0.38	0.32	0.59	0.64	0.29	0.43	0.3	Ccr10	chr11	protein_coding	chemokine (C-C motif) receptor 10
ENSMUSG00000101330.1	0.21	0.73	1.1	0.4	0.89	0.96	0.18	1.33	0.18	0.15	0.52	Gm10193	chr1	processed_pseudogene	predicted gene 10193
ENSMUSG00000031489.12	0.0	0.01	0.02	0.0	0.09	0.08	0.01	0.11	0.1	0.01	0.01	Adrb3	chr8	protein_coding	adrenergic receptor, beta 3
ENSMUSG00000004268.9	34.62	39.42	39.47	29.29	37.21	39.6	35.07	38.02	32.75	34.51	46.79	Emg1	chr6	protein_coding	EMG1 nucleolar protein homolog (S. cerevisiae)
ENSMUSG00000026471.12	3.42	4.97	3.44	4.23	2.96	3.77	3.78	4.05	5.23	3.9	3.91	Mr1	chr1	protein_coding	major histocompatibility complex, class I-related
ENSMUSG00000052302.5	0.34	0.3	0.27	0.33	0.22	0.23	0.37	0.38	0.25	0.28	0.26	Tbc1d30	chr10	protein_coding	TBC1 domain family, member 30
ENSMUSG00000023456.12	364.05	340.06	331.14	346.86	307.88	339.68	385.2	323.19	352.01	340.42	358.67	Tpi1	chr6	protein_coding	triosephosphate isomerase 1
ENSMUSG00000085087.1	0.84	1.13	0.99	0.79	1.1	0.63	0.94	2.06	1.01	0.52	0.69	Gm13528	chr2	antisense	predicted gene 13528
ENSMUSG00000106427.1	0.0	0.0	0.02	0.02	0.0	0.02	0.01	0.0	0.0	0.01	0.01	RP23-3C4.2	chr3	TEC	--
ENSMUSG00000026069.13	0.17	0.2	0.28	0.18	0.25	0.16	0.24	0.22	0.19	0.31	0.14	Il1rl1	chr1	protein_coding	interleukin 1 receptor-like 1
ENSMUSG00000078117.2	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm16485	chr9	protein_coding	predicted gene 16485
ENSMUSG00000026797.13	3.52	3.53	2.81	3.49	3.55	3.67	3.21	3.46	4.3	3.47	4.27	Stxbp1	chr2	protein_coding	syntaxin binding protein 1
ENSMUSG00000054733.8	17.53	17.37	17.36	15.5	16.47	17.07	17.21	16.17	18.97	14.38	20.15	Msra	chr14	protein_coding	methionine sulfoxide reductase A
ENSMUSG00000042608.13	11.36	18.01	16.48	13.87	16.02	20.82	16.77	14.38	18.3	17.22	23.17	Stk40	chr4	protein_coding	serine/threonine kinase 40
ENSMUSG00000052658.4	0.88	0.93	0.56	0.25	0.62	0.51	0.65	1.21	0.8	0.49	1.11	5830454E08Rik	chr9	protein_coding	RIKEN cDNA 5830454E08 gene
ENSMUSG00000083193.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	4930595D18Rik	chr12	protein_coding	RIKEN cDNA 4930595D18 gene
ENSMUSG00000087184.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	Gm11650	chr11	processed_transcript	predicted gene 11650
ENSMUSG00000102324.1	0.06	0.1	0.12	0.16	0.07	0.02	0.15	0.09	0.02	0.0	0.07	Gm19721	chr9	TEC	predicted gene, 19721
ENSMUSG00000090120.1	0.0	0.0	0.0	0.07	0.13	0.0	0.0	0.0	0.07	0.0	0.0	A730090N16Rik	chr3	antisense	RIKEN cDNA A730090N16 gene
ENSMUSG00000021832.7	35.75	46.04	44.91	42.1	40.46	43.83	41.54	45.83	38.39	43.34	42.43	Psmc6	chr14	protein_coding	proteasome (prosome, macropain) 26S subunit, ATPase, 6
ENSMUSG00000048240.12	0.28	0.3	0.3	0.3	0.27	0.27	0.49	0.34	0.43	0.53	0.41	Gng7	chr10	protein_coding	guanine nucleotide binding protein (G protein), gamma 7
ENSMUSG00000079434.6	0.02	0.0	0.02	0.0	0.09	0.02	0.04	0.0	0.04	0.02	0.0	Neu2	chr1	protein_coding	neuraminidase 2
ENSMUSG00000029379.10	0.0	0.0	0.0	0.05	0.73	0.47	0.0	0.0	0.2	0.17	0.24	Cxcl3	chr5	protein_coding	chemokine (C-X-C motif) ligand 3
ENSMUSG00000076621.1	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ighj1	chr12	IG_J_gene	immunoglobulin heavy joining 1
ENSMUSG00000027007.14	6.9	8.89	8.65	6.36	9.26	9.83	6.46	9.05	7.38	9.49	8.18	Ssfa2	chr2	protein_coding	sperm specific antigen 2
ENSMUSG00000107205.1	0.0	0.0	0.02	0.1	0.0	0.03	0.03	0.03	0.0	0.05	0.0	RP23-382I10.1	chr5	TEC	--
ENSMUSG00000097187.1	1.02	0.7	1.19	0.76	0.96	1.02	0.41	0.48	1.2	1.02	0.94	Gm19426	chr2	protein_coding	predicted gene, 19426
ENSMUSG00000028044.6	2.1	1.87	1.36	1.75	2.47	1.95	2.33	1.7	2.68	2.94	2.39	Cks1b	chr3	protein_coding	CDC28 protein kinase 1b
ENSMUSG00000045410.15	3.92	4.86	4.97	4.54	4.42	5.13	4.62	5.36	3.85	5.17	4.84	Akr1e1	chr13	protein_coding	aldo-keto reductase family 1, member E1
ENSMUSG00000020782.16	3.08	4.11	3.31	3.44	2.79	2.48	5.67	3.62	4.76	3.84	3.49	Llgl2	chr11	protein_coding	lethal giant larvae homolog 2 (Drosophila)
ENSMUSG00000052293.12	0.05	0.02	0.08	0.07	0.08	0.06	0.06	0.06	0.04	0.09	0.02	Taf9	chr13	protein_coding	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor
ENSMUSG00000030279.13	3.05	2.6	3.06	3.23	2.64	2.29	3.54	2.41	3.56	2.79	2.95	C2cd5	chr6	protein_coding	C2 calcium-dependent domain containing 5
ENSMUSG00000051980.11	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.01	0.01	0.0	0.0	Casr	chr16	protein_coding	calcium-sensing receptor
ENSMUSG00000079671.6	0.28	0.23	0.25	0.22	0.14	0.13	0.15	0.14	0.15	0.2	0.35	2610203C22Rik	chr1	processed_transcript	RIKEN cDNA 2610203C22 gene
ENSMUSG00000026131.15	10.78	12.81	11.47	15.27	8.48	10.23	17.4	10.7	16.5	12.59	9.72	Dst	chr1	protein_coding	dystonin
ENSMUSG00000064329.11	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	Scn1a	chr2	protein_coding	sodium channel, voltage-gated, type I, alpha
ENSMUSG00000028826.12	9.42	9.49	7.39	7.04	6.35	8.36	8.9	9.86	7.85	8.27	6.57	Tmem57	chr4	protein_coding	transmembrane protein 57
ENSMUSG00000105022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	RP23-151D16.2	chr3	TEC	--
ENSMUSG00000096438.3	0.3	0.21	0.1	0.14	0.12	0.04	0.17	0.04	0.17	0.07	0.36	Gm20899	chrY	processed_pseudogene	predicted gene, 20899
ENSMUSG00000082475.1	2.21	1.0	1.47	0.61	0.65	0.68	1.57	0.71	0.76	0.56	1.17	Gm7206	chr14	processed_pseudogene	predicted pseudogene 7206
ENSMUSG00000106928.1	0.2	0.23	0.21	0.12	0.08	0.01	0.11	0.17	0.06	0.3	0.21	RP23-26P10.1	chr5	TEC	--
ENSMUSG00000037355.12	1.21	0.91	0.76	1.01	0.58	0.63	1.18	1.14	0.78	0.89	0.7	Uvssa	chr5	protein_coding	UV stimulated scaffold protein A
ENSMUSG00000079614.3	6.55	7.57	8.72	7.04	7.8	7.01	6.8	7.61	6.07	7.97	8.12	Seh1l	chr18	protein_coding	SEH1-like (S. cerevisiae
ENSMUSG00000074024.5	0.16	0.12	0.15	0.13	0.07	0.12	0.15	0.12	0.12	0.15	0.08	4632427E13Rik	chr7	antisense	RIKEN cDNA 4632427E13 gene
ENSMUSG00000022895.12	30.37	24.61	27.2	29.27	32.92	34.39	27.3	25.37	29.62	37.82	30.7	Ets2	chr16	protein_coding	E26 avian leukemia oncogene 2, 3' domain
ENSMUSG00000038872.9	0.45	0.58	0.42	0.54	0.43	0.45	0.54	0.5	0.66	0.58	0.44	Zfhx3	chr8	protein_coding	zinc finger homeobox 3
ENSMUSG00000098203.1	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	Gm9568	chr15	processed_pseudogene	predicted gene 9568
ENSMUSG00000084894.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.26	0.0	Gm13834	chr6	lincRNA	predicted gene 13834
ENSMUSG00000024210.2	4.7	8.82	3.81	3.7	2.44	4.26	8.57	4.11	4.79	4.48	5.27	Ip6k3	chr17	protein_coding	inositol hexaphosphate kinase 3
ENSMUSG00000061740.7	9.75	7.76	6.36	6.6	6.36	5.95	6.0	7.9	5.75	6.41	6.74	Cyp2d22	chr15	protein_coding	cytochrome P450, family 2, subfamily d, polypeptide 22
ENSMUSG00000097033.1	0.33	0.23	0.21	0.17	0.18	0.15	0.07	0.2	0.09	0.24	0.22	Gm26819	chr13	lincRNA	predicted gene, 26819
ENSMUSG00000029333.12	3.26	3.67	1.8	6.12	16.04	5.76	1.87	3.37	9.58	11.43	5.83	Rasgef1b	chr5	protein_coding	RasGEF domain family, member 1B
ENSMUSG00000097091.1	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4930526L06Rik	chr19	antisense	RIKEN cDNA 4930526L06 gene
ENSMUSG00000083769.1	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.27	0.23	0.0	Gm11689	chr11	processed_pseudogene	predicted gene 11689
ENSMUSG00000059554.10	3.42	3.43	3.84	2.14	3.46	2.85	3.09	4.42	3.18	3.03	3.47	Ccdc28a	chr10	protein_coding	coiled-coil domain containing 28A
ENSMUSG00000071532.6	2.63	2.52	4.13	3.45	2.9	4.5	4.75	2.46	3.27	3.09	3.01	Gm10335	chr10	processed_pseudogene	predicted gene 10335
ENSMUSG00000102759.1	0.0	0.07	0.0	0.05	0.04	0.0	0.0	0.03	0.01	0.02	0.01	Gm10463	chr5	TEC	predicted gene 10463
ENSMUSG00000072769.4	0.17	0.07	0.05	0.06	0.08	0.05	0.13	0.07	0.04	0.07	0.08	Gm10419	chr5	lincRNA	predicted gene 10419
ENSMUSG00000018217.10	18.26	25.45	24.65	17.81	30.12	30.78	18.49	22.37	22.66	25.05	27.68	Pmp22	chr11	protein_coding	peripheral myelin protein 22
ENSMUSG00000089633.1	0.0	0.03	0.02	0.03	0.02	0.03	0.02	0.0	0.06	0.01	0.03	A230009B12Rik	chr17	antisense	RIKEN cDNA A230009B12 gene
ENSMUSG00000025135.10	16.21	13.52	13.51	11.57	14.33	14.76	13.98	14.66	14.7	14.11	15.41	Anapc11	chr11	protein_coding	anaphase promoting complex subunit 11
ENSMUSG00000071047.4	0.0	0.02	0.0	0.02	0.0	0.06	0.02	0.02	0.0	0.04	0.02	Ces1a	chr8	protein_coding	carboxylesterase 1A
ENSMUSG00000066760.10	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	Psg16	chr7	protein_coding	pregnancy specific glycoprotein 16
ENSMUSG00000063317.6	1.24	1.59	1.41	1.5	1.32	1.32	1.64	1.82	1.54	1.59	1.44	Usp31	chr7	protein_coding	ubiquitin specific peptidase 31
ENSMUSG00000085246.1	0.32	0.19	0.03	0.39	0.03	0.05	0.25	0.17	0.05	0.05	0.03	Gm15893	chr11	antisense	predicted gene 15893
ENSMUSG00000031540.11	4.41	5.75	4.88	4.25	4.51	4.53	5.02	5.87	4.4	5.34	4.45	Kat6a	chr8	protein_coding	K(lysine) acetyltransferase 6A
ENSMUSG00000046192.4	0.05	0.06	0.03	0.04	0.02	0.07	0.06	0.02	0.05	0.09	0.02	Iqub	chr6	protein_coding	IQ motif and ubiquitin domain containing
ENSMUSG00000031386.12	5.42	6.26	6.46	6.42	5.17	4.97	7.67	5.75	7.27	5.77	6.65	Hcfc1	chrX	protein_coding	host cell factor C1
ENSMUSG00000060647.1	0.09	0.0	0.0	0.08	0.07	0.13	0.08	0.0	0.15	0.06	0.0	Gm7099	chr12	pseudogene	predicted gene 7099
ENSMUSG00000021219.14	1.36	1.45	1.66	2.19	1.87	1.44	1.5	1.81	3.32	2.32	1.09	Rgs6	chr12	protein_coding	regulator of G-protein signaling 6
ENSMUSG00000097867.1	7.29	5.12	5.96	5.93	4.87	5.74	5.3	5.58	6.06	4.16	6.5	Lppos	chr16	lincRNA	LIM domain containing preferred translocation partner in lipoma, opposite strand
ENSMUSG00000039703.13	12.48	16.27	14.44	16.1	13.32	13.16	18.78	14.89	15.9	12.19	13.24	Nploc4	chr11	protein_coding	nuclear protein localization 4 homolog (S. cerevisiae)
ENSMUSG00000106528.1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	RP24-80L24.2	chr3	TEC	--
ENSMUSG00000089698.1	0.62	0.41	0.5	0.97	0.52	0.83	0.72	0.81	0.87	0.79	0.4	Gm2541	chr16	processed_pseudogene	predicted pseudogene 2541
ENSMUSG00000058291.12	4.08	5.03	4.17	3.68	3.59	3.71	4.38	6.44	3.34	4.29	4.1	Zfp68	chr5	protein_coding	zinc finger protein 68
ENSMUSG00000086231.1	0.23	0.16	0.15	0.23	0.05	0.13	0.15	0.11	0.3	0.16	0.09	Rapgef4os3	chr2	antisense	Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 3
ENSMUSG00000022774.10	11.29	12.31	12.06	8.52	12.02	13.21	10.48	11.15	10.27	10.9	12.6	Ncbp2	chr16	protein_coding	nuclear cap binding protein subunit 2
ENSMUSG00000104576.1	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.02	0.04	0.02	RP23-4P1.5	chr5	TEC	--
ENSMUSG00000103772.1	0.08	0.0	0.0	0.05	0.0	0.0	0.01	0.0	0.05	0.0	0.0	Gm36933	chr1	TEC	predicted gene, 36933
ENSMUSG00000019979.10	0.92	1.12	0.97	0.9	0.99	1.25	0.72	1.14	0.85	1.16	0.97	Apaf1	chr10	protein_coding	apoptotic peptidase activating factor 1
ENSMUSG00000045231.4	0.14	0.16	0.18	0.1	0.17	0.12	0.12	0.18	0.16	0.15	0.19	BC106179	chr16	protein_coding	cDNA sequence BC106179
ENSMUSG00000073598.3	0.02	0.03	0.06	0.02	0.1	0.0	0.09	0.08	0.03	0.04	0.0	1700066B19Rik	chr18	protein_coding	RIKEN cDNA 1700066B19 gene
ENSMUSG00000017309.9	47.02	55.73	50.92	29.74	38.15	32.82	30.51	38.36	29.93	42.65	40.82	Cd300lg	chr11	protein_coding	CD300 antigen like family member G
ENSMUSG00000036960.8	0.0	0.03	0.01	0.04	0.05	0.02	0.03	0.0	0.02	0.03	0.03	Clca2	chr3	protein_coding	chloride channel calcium activated 2
ENSMUSG00000087042.1	0.04	0.03	0.0	0.0	0.03	0.14	0.06	0.03	0.03	0.03	0.06	Gm11611	chr11	sense_intronic	predicted gene 11611
ENSMUSG00000020439.15	42.76	26.68	26.33	32.24	27.42	26.21	33.21	21.96	29.88	31.87	31.81	Smtn	chr11	protein_coding	smoothelin
ENSMUSG00000072679.8	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D6Ertd474e	chr6	lincRNA	DNA segment, Chr 6, ERATO Doi 474, expressed
ENSMUSG00000041134.13	8.15	10.3	9.33	6.26	7.6	7.74	7.65	7.25	5.83	7.49	7.4	Cyyr1	chr16	protein_coding	cysteine and tyrosine-rich protein 1
ENSMUSG00000045679.11	1.22	2.79	2.29	1.62	2.05	1.89	1.72	2.08	1.99	1.73	2.01	Pqlc3	chr12	protein_coding	PQ loop repeat containing
ENSMUSG00000083339.1	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.0	0.0	0.0	0.0	Gm11693	chr11	processed_pseudogene	predicted gene 11693
ENSMUSG00000086486.1	0.07	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	Ift88os	chr14	antisense	intraflagellar transport 88, opposite strand
ENSMUSG00000037788.12	2.72	3.62	3.78	3.18	3.08	3.08	3.09	3.29	3.25	2.93	3.61	Vopp1	chr6	protein_coding	vesicular, overexpressed in cancer, prosurvival protein 1
ENSMUSG00000022199.10	1.25	0.83	1.09	1.01	1.31	1.0	1.62	1.25	2.24	0.95	1.16	Slc22a17	chr14	protein_coding	solute carrier family 22 (organic cation transporter), member 17
ENSMUSG00000030423.6	8.04	8.35	7.49	6.66	7.34	8.28	6.47	7.65	6.57	8.48	9.71	Pop4	chr7	protein_coding	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)
ENSMUSG00000013822.6	19.69	19.95	16.15	12.9	14.93	15.33	14.86	18.19	13.48	13.79	17.03	Elof1	chr9	protein_coding	elongation factor 1 homolog (ELF1, S. cerevisiae)
ENSMUSG00000074738.2	0.44	0.88	0.93	0.5	0.59	0.48	0.94	0.68	0.7	0.59	0.55	B930041F14Rik	chr4	protein_coding	RIKEN cDNA B930041F14 gene
ENSMUSG00000081888.1	0.0	0.06	0.0	0.0	0.0	0.05	0.13	0.0	0.0	0.0	0.0	Spcs2-ps	chr2	unprocessed_pseudogene	signal peptidase complex subunit 2, pseudogene
ENSMUSG00000041396.11	1.53	1.33	1.31	1.34	0.81	1.47	1.38	2.23	1.15	1.38	1.46	Mettl18	chr1	protein_coding	methyltransferase like 18
ENSMUSG00000105050.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	RP23-458G12.2	chr5	TEC	--
ENSMUSG00000039737.9	2.17	2.04	2.34	1.85	1.94	2.01	1.82	2.08	1.82	2.02	2.25	Prkrip1	chr5	protein_coding	Prkr interacting protein 1 (IL11 inducible)
ENSMUSG00000047222.6	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.11	0.0	0.05	0.0	Rnase2a	chr14	protein_coding	ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin)
ENSMUSG00000070167.1	0.33	0.85	1.37	0.94	1.39	1.0	0.87	3.11	0.84	1.19	1.9	Snora57	chr19	snoRNA	small nucleolar RNA, H/ACA box 57
ENSMUSG00000104187.1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm37820	chr14	TEC	predicted gene, 37820
ENSMUSG00000026575.13	12.19	7.25	6.95	8.83	6.01	7.69	9.06	6.03	8.05	6.12	7.17	Nme7	chr1	protein_coding	NME/NM23 family member 7
ENSMUSG00000086003.5	0.14	0.42	0.22	0.53	0.12	0.16	0.25	0.39	0.65	0.15	0.17	B230206L02Rik	chr11	processed_transcript	RIKEN cDNA B230206L02 gene
ENSMUSG00000031996.14	76.2	97.1	90.57	97.36	84.34	90.84	108.47	86.09	101.91	102.13	96.05	Aplp2	chr9	protein_coding	amyloid beta (A4) precursor-like protein 2
ENSMUSG00000002799.5	13.49	14.88	13.26	9.13	13.6	10.99	11.73	11.18	11.14	12.74	13.85	Jag2	chr12	protein_coding	jagged 2
ENSMUSG00000037935.14	14.37	15.06	15.5	14.02	14.92	13.67	15.06	12.88	14.96	15.45	15.25	Smarce1	chr11	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ENSMUSG00000049761.6	0.07	0.06	0.0	0.07	0.06	0.11	0.0	0.05	0.0	0.0	0.06	Pmis2	chr7	lincRNA	Pmis2, sperm specific protein
ENSMUSG00000052403.9	0.26	0.59	0.41	0.21	0.27	0.55	0.41	0.37	0.24	0.34	0.24	Fcnaos	chr2	antisense	ficolin A, opposite strand
ENSMUSG00000097172.1	0.03	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4930444M15Rik	chr14	lincRNA	RIKEN cDNA 4930444M15 gene
ENSMUSG00000030711.13	28.94	40.64	24.05	12.42	15.97	16.85	11.28	26.77	6.05	25.49	10.99	Sult1a1	chr7	protein_coding	sulfotransferase family 1A, phenol-preferring, member 1
ENSMUSG00000053838.12	18.79	21.9	22.24	21.68	18.26	19.8	24.67	20.7	24.92	22.79	24.12	Nudcd3	chr11	protein_coding	NudC domain containing 3
